,edges,edge_labels,query_edge,query_label
55769,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPP', 'EQ', 'EQ', 'TPPI', 'PO', 'EQ', 'EQ', 'TPPI', 'TPPI', 'TPPI', 'EQ', 'EQ']","(0, 10)",TPPI
55770,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'PO', 'NTPPI', 'EQ', 'EQ', 'EQ', 'TPPI', 'EQ', 'EQ', 'EQ', 'NTPPI', 'EC']","(0, 10)",TPPI
55771,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPP', 'EQ', 'EQ', 'TPPI', 'TPPI', 'EQ', 'EQ', 'EQ', 'NTPPI', 'TPP', 'NTPP', 'NTPP']","(0, 10)",TPPI
55772,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPP', 'EQ', 'NTPPI', 'EQ', 'EQ', 'EQ', 'TPPI', 'EQ', 'NTPPI', 'EQ', 'EC', 'EQ']","(0, 10)",TPPI
55773,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['NTPPI', 'NTPPI', 'NTPPI', 'TPP', 'EQ', 'EQ', 'TPP', 'NTPPI', 'TPPI', 'EQ', 'EQ', 'EQ']","(0, 10)",TPPI
55774,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'TPPI', 'EQ', 'EQ', 'NTPPI', 'EQ', 'EQ', 'EC', 'TPPI', 'EQ', 'EQ', 'PO']","(0, 10)",TPPI
55775,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'EQ', 'EQ', 'EC', 'EQ', 'TPPI', 'EQ', 'EQ', 'TPPI', 'EQ', 'EQ', 'TPPI']","(0, 10)",TPPI
55776,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'EQ', 'EC', 'EC', 'EQ', 'EQ', 'EQ', 'TPPI', 'TPPI', 'EQ', 'EQ', 'EC']","(0, 10)",TPPI
55777,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'NTPPI', 'TPPI', 'DC', 'NTPPI', 'NTPPI', 'TPPI', 'NTPP', 'EQ', 'EQ', 'EQ', 'TPPI']","(0, 10)",TPPI
55778,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'EQ', 'EQ', 'TPP', 'EQ', 'EQ', 'EQ', 'TPPI', 'EC', 'EQ', 'EQ', 'EC']","(0, 10)",TPPI
55779,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'EQ', 'TPPI', 'TPPI', 'TPPI', 'EQ', 'EQ', 'PO', 'EQ', 'TPPI', 'EQ', 'TPP']","(0, 10)",TPPI
55780,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'EQ', 'EQ', 'EQ', 'EC', 'DC', 'TPPI', 'NTPPI', 'EQ', 'TPPI', 'EQ', 'TPP']","(0, 10)",TPPI
55781,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'EQ', 'EQ', 'TPPI', 'EC', 'EQ', 'EQ', 'DC', 'TPPI', 'EC', 'EQ', 'EQ']","(0, 10)",TPPI
55782,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'EQ', 'EQ', 'TPP', 'TPPI', 'EQ', 'EQ', 'EC', 'EQ', 'TPPI', 'EQ', 'EQ']","(0, 10)",TPPI
55783,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['NTPPI', 'TPPI', 'TPP', 'NTPP', 'EQ', 'EQ', 'EQ', 'TPPI', 'EQ', 'NTPPI', 'EC', 'NTPPI']","(0, 10)",TPPI
55784,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['NTPPI', 'NTPPI', 'EQ', 'TPP', 'EQ', 'EQ', 'EQ', 'TPPI', 'NTPPI', 'TPPI', 'EQ', 'TPP']","(0, 10)",TPPI
55785,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'EQ', 'EQ', 'PO', 'EQ', 'EQ', 'TPPI', 'TPPI', 'TPP', 'EQ', 'EQ', 'TPPI']","(0, 10)",TPPI
55786,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'EQ', 'TPPI', 'EQ', 'EQ', 'TPPI', 'EQ', 'EQ', 'TPPI', 'EQ', 'EQ', 'EQ']","(0, 10)",TPPI
55787,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'EQ', 'TPPI', 'EQ', 'NTPPI', 'TPPI', 'TPPI', 'PO', 'EQ', 'EQ', 'TPPI', 'EC']","(0, 10)",TPPI
55788,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EC', 'EC', 'EQ', 'EQ', 'EQ', 'TPPI', 'EQ', 'PO', 'TPPI', 'EQ', 'EQ', 'EQ']","(0, 10)",TPPI
55789,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'EQ', 'EQ', 'EQ', 'TPP', 'EQ', 'NTPPI', 'EQ', 'TPPI', 'EC', 'EQ', 'EQ']","(0, 10)",TPPI
55790,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'EC', 'EQ', 'DC', 'EQ', 'EC', 'EQ', 'EC', 'TPPI', 'EQ', 'EQ', 'EQ']","(0, 10)",TPPI
55791,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'EQ', 'EQ', 'EQ', 'EQ', 'EC', 'TPP', 'DC', 'EC', 'EC', 'NTPPI', 'EQ']","(0, 10)",TPPI
55792,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'EQ', 'EC', 'EC', 'TPPI', 'EQ', 'EQ', 'TPPI', 'TPPI', 'PO', 'EQ', 'EQ']","(0, 10)",TPPI
55793,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'TPPI', 'EQ', 'EQ', 'TPPI', 'EQ', 'EQ', 'TPPI', 'EQ', 'EQ', 'EQ', 'TPPI']","(0, 10)",TPPI
55794,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EC', 'EQ', 'EQ', 'EC', 'EQ', 'EQ', 'EQ', 'TPPI', 'TPPI', 'EQ', 'EQ', 'EQ']","(0, 10)",TPPI
55795,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'EQ', 'EC', 'EC', 'EQ', 'TPPI', 'EQ', 'TPPI', 'TPPI', 'TPP', 'EQ', 'DC']","(0, 10)",TPPI
55796,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'EQ', 'EQ', 'TPPI', 'EC', 'EQ', 'EQ', 'EC', 'NTPPI', 'EQ', 'EQ', 'PO']","(0, 10)",TPPI
55797,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['PO', 'EQ', 'NTPPI', 'EQ', 'NTPPI', 'EQ', 'TPPI', 'NTPP', 'TPPI', 'EQ', 'EQ', 'EQ']","(0, 10)",TPPI
55798,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'EQ', 'TPPI', 'EQ', 'EQ', 'EQ', 'TPPI', 'EQ', 'NTPPI', 'EQ', 'EQ', 'EC']","(0, 10)",TPPI
55799,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'EQ', 'TPP', 'TPPI', 'EQ', 'EQ', 'EQ', 'TPPI', 'NTPPI', 'TPPI', 'NTPPI', 'EC']","(0, 10)",TPPI
55800,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'TPPI', 'EQ', 'TPPI', 'TPPI', 'EQ', 'EQ', 'EQ', 'TPPI', 'EQ', 'DC', 'EQ']","(0, 10)",TPPI
55801,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'EQ', 'TPP', 'TPPI', 'EQ', 'PO', 'EQ', 'EC', 'EQ', 'EQ', 'EQ', 'TPPI']","(0, 10)",TPPI
55802,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'EQ', 'EQ', 'TPPI', 'NTPPI', 'EC', 'EQ', 'EQ', 'EQ', 'EQ', 'EQ', 'TPPI']","(0, 10)",TPPI
55803,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'TPPI', 'EQ', 'EQ', 'EQ', 'EQ', 'TPPI', 'EQ', 'EC', 'EQ', 'EC', 'EQ']","(0, 10)",TPPI
55804,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'EQ', 'EQ', 'EQ', 'EC', 'EQ', 'EQ', 'DC', 'EC', 'NTPP', 'TPP', 'DC']","(0, 10)",TPPI
55805,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'EQ', 'EQ', 'TPPI', 'NTPPI', 'EQ', 'TPP', 'NTPP', 'TPPI', 'EQ', 'EC', 'EQ']","(0, 10)",TPPI
55806,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'NTPPI', 'EQ', 'DC', 'PO', 'EC', 'NTPPI', 'EQ', 'EQ', 'EQ', 'TPPI', 'EQ']","(0, 10)",TPPI
55807,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'NTPPI', 'DC', 'EQ', 'TPPI', 'EQ', 'EQ', 'EQ', 'NTPPI', 'NTPPI', 'TPPI', 'DC']","(0, 10)",TPPI
55808,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['PO', 'EQ', 'EQ', 'EC', 'EQ', 'NTPPI', 'NTPP', 'TPP', 'EQ', 'EQ', 'TPPI', 'EQ']","(0, 10)",TPPI
55809,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['PO', 'EQ', 'EC', 'EQ', 'TPPI', 'EQ', 'EQ', 'EQ', 'TPPI', 'DC', 'NTPPI', 'TPPI']","(0, 10)",TPPI
55810,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'TPP', 'EQ', 'TPPI', 'NTPPI', 'EC', 'EQ', 'EQ', 'EQ', 'EQ', 'EQ', 'TPPI']","(0, 10)",TPPI
55811,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'EQ', 'EQ', 'TPPI', 'NTPPI', 'TPPI', 'NTPPI', 'TPP', 'PO', 'EQ', 'EQ', 'TPPI']","(0, 10)",TPPI
55812,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'EQ', 'EQ', 'EQ', 'PO', 'EQ', 'NTPP', 'DC', 'PO', 'EQ', 'EQ', 'EC']","(0, 10)",TPPI
55813,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['NTPPI', 'EQ', 'PO', 'EQ', 'EQ', 'EQ', 'TPPI', 'EQ', 'TPPI', 'EQ', 'TPPI', 'EQ']","(0, 10)",TPPI
55814,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'TPPI', 'EQ', 'EC', 'TPP', 'TPPI', 'EQ', 'EQ', 'TPPI', 'EQ', 'EQ', 'TPPI']","(0, 10)",TPPI
55815,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['PO', 'NTPPI', 'EQ', 'TPPI', 'TPPI', 'EQ', 'EQ', 'DC', 'TPPI', 'EQ', 'EQ', 'EQ']","(0, 10)",TPPI
55816,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'EQ', 'EQ', 'TPPI', 'PO', 'TPPI', 'EQ', 'EQ', 'TPPI', 'EQ', 'EQ', 'DC']","(0, 10)",TPPI
55817,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPP', 'EQ', 'TPPI', 'EQ', 'TPPI', 'EQ', 'EQ', 'TPPI', 'TPPI', 'EC', 'EQ', 'NTPPI']","(0, 10)",TPPI
55818,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'NTPPI', 'EC', 'EQ', 'EQ', 'EQ', 'PO', 'DC', 'TPPI', 'EQ', 'EQ', 'EQ']","(0, 10)",TPPI
55819,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'EQ', 'TPPI', 'EQ', 'EQ', 'NTPPI', 'NTPP', 'NTPP', 'EQ', 'EC', 'EQ', 'DC']","(0, 10)",TPPI
55820,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'EQ', 'EQ', 'TPP', 'EQ', 'EQ', 'TPPI', 'EQ', 'EQ', 'PO', 'EQ', 'TPPI']","(0, 10)",TPPI
55821,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['NTPPI', 'TPPI', 'EQ', 'EC', 'TPPI', 'EQ', 'EQ', 'DC', 'EQ', 'EQ', 'TPPI', 'EQ']","(0, 10)",TPPI
55822,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['NTPPI', 'EQ', 'TPP', 'EQ', 'TPP', 'NTPPI', 'EQ', 'TPPI', 'EQ', 'TPPI', 'EQ', 'EQ']","(0, 10)",TPPI
55823,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['NTPPI', 'TPPI', 'NTPPI', 'EC', 'TPPI', 'EQ', 'EQ', 'EQ', 'TPPI', 'EQ', 'EQ', 'EC']","(0, 10)",TPPI
55824,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['PO', 'EQ', 'EQ', 'TPPI', 'EQ', 'EQ', 'EQ', 'TPPI', 'EQ', 'EQ', 'TPPI', 'TPP']","(0, 10)",TPPI
55825,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EC', 'EQ', 'EQ', 'DC', 'EQ', 'EQ', 'TPPI', 'EQ', 'PO', 'EQ', 'EQ', 'EC']","(0, 10)",TPPI
55826,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['NTPPI', 'EQ', 'EQ', 'EC', 'TPPI', 'TPPI', 'EQ', 'EQ', 'EC', 'EQ', 'EQ', 'EC']","(0, 10)",TPPI
55827,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'TPP', 'EQ', 'EQ', 'TPPI', 'EQ', 'EQ', 'EQ', 'TPPI', 'NTPPI', 'NTPP', 'DC']","(0, 10)",TPPI
55828,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPP', 'EQ', 'TPPI', 'EQ', 'TPPI', 'EQ', 'EQ', 'EQ', 'EQ', 'EQ', 'EQ', 'TPPI']","(0, 10)",TPPI
55829,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['PO', 'EQ', 'EQ', 'NTPPI', 'EC', 'EQ', 'DC', 'TPPI', 'EQ', 'TPPI', 'EQ', 'EQ']","(0, 10)",TPPI
55830,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'EQ', 'TPPI', 'EQ', 'EQ', 'EQ', 'PO', 'EC', 'TPPI', 'EQ', 'EQ', 'TPP']","(0, 10)",TPPI
55831,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'EQ', 'EQ', 'TPP', 'NTPPI', 'EQ', 'EQ', 'TPP', 'EQ', 'EQ', 'EQ', 'TPPI']","(0, 10)",TPPI
55832,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'EQ', 'TPPI', 'TPPI', 'TPPI', 'EQ', 'EQ', 'EC', 'EQ', 'TPPI', 'EQ', 'EQ']","(0, 10)",TPPI
55833,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'EQ', 'EQ', 'TPPI', 'EC', 'TPP', 'DC', 'NTPPI', 'EQ', 'EQ', 'EQ', 'TPPI']","(0, 10)",TPPI
55834,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'EQ', 'EQ', 'TPPI', 'EQ', 'TPPI', 'DC', 'NTPPI', 'TPP', 'TPPI', 'EQ', 'EQ']","(0, 10)",TPPI
55835,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'EQ', 'TPP', 'EQ', 'PO', 'EQ', 'EQ', 'NTPPI', 'EQ', 'EQ', 'EQ', 'TPPI']","(0, 10)",TPPI
55836,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'EQ', 'TPPI', 'EQ', 'EQ', 'TPPI', 'EQ', 'TPPI', 'TPPI', 'TPPI', 'NTPPI', 'TPP']","(0, 10)",TPPI
55837,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['PO', 'EC', 'EQ', 'EQ', 'EQ', 'TPPI', 'EQ', 'EQ', 'EQ', 'EQ', 'TPPI', 'EC']","(0, 10)",TPPI
55838,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'EQ', 'EQ', 'EQ', 'EQ', 'EC', 'TPP', 'DC', 'TPPI', 'EQ', 'EQ', 'EQ']","(0, 10)",TPPI
55839,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'EQ', 'EQ', 'EQ', 'TPPI', 'DC', 'NTPPI', 'TPPI', 'PO', 'EQ', 'EQ', 'DC']","(0, 10)",TPPI
55840,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'PO', 'EQ', 'DC', 'TPPI', 'EQ', 'EQ', 'EQ', 'NTPPI', 'EQ', 'NTPPI', 'PO']","(0, 10)",TPPI
55841,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'EQ', 'EQ', 'EQ', 'EQ', 'TPPI', 'EQ', 'DC', 'EQ', 'TPP', 'EQ', 'TPPI']","(0, 10)",TPPI
55842,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPP', 'TPPI', 'EQ', 'EQ', 'TPPI', 'NTPPI', 'NTPP', 'EQ', 'EQ', 'EQ', 'TPPI', 'EQ']","(0, 10)",TPPI
55843,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'TPP', 'EQ', 'NTPPI', 'EQ', 'EQ', 'EQ', 'TPPI', 'TPPI', 'EQ', 'EQ', 'EC']","(0, 10)",TPPI
55844,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['NTPPI', 'EQ', 'EQ', 'DC', 'TPPI', 'EQ', 'EQ', 'EQ', 'TPPI', 'EQ', 'NTPPI', 'TPP']","(0, 10)",TPPI
55845,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'EQ', 'EQ', 'EQ', 'PO', 'EQ', 'EQ', 'NTPPI', 'NTPPI', 'NTPPI', 'TPPI', 'NTPP']","(0, 10)",TPPI
55846,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'EQ', 'TPPI', 'EQ', 'NTPPI', 'NTPP', 'NTPP', 'EC', 'EQ', 'TPPI', 'PO', 'EQ']","(0, 10)",TPPI
55847,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'NTPPI', 'NTPPI', 'TPP', 'TPPI', 'EQ', 'EQ', 'EQ', 'NTPPI', 'EQ', 'EQ', 'PO']","(0, 10)",TPPI
55848,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPPI', 'EQ', 'EQ', 'EQ', 'EC', 'EQ', 'EQ', 'EC', 'EQ', 'EQ', 'TPPI', 'TPPI']","(0, 10)",TPPI
55849,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['TPP', 'NTPPI', 'NTPPI', 'TPPI', 'TPP', 'EQ', 'TPPI', 'EQ', 'TPPI', 'EQ', 'EQ', 'EQ']","(0, 10)",TPPI
55850,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['PO', 'TPP', 'DC', 'TPPI', 'EQ', 'PO', 'EQ', 'EC', 'EQ', 'EQ', 'TPPI', 'EQ']","(0, 10)",TPPI
55851,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['NTPPI', 'EQ', 'EQ', 'TPP', 'TPPI', 'EQ', 'EQ', 'EQ', 'TPPI', 'NTPP', 'EC', 'TPPI']","(0, 10)",TPPI
55852,"[(0, 1), (1, 2), (2, 3), (3, 10), (0, 4), (4, 5), (5, 6), (6, 10), (0, 7), (7, 8), (8, 9), (9, 10)]","['EQ', 'EQ', 'EQ', 'TPPI', 'EQ', 'EQ', 'TPP', 'TPPI', 'EQ', 'EQ', 'PO', 'EC']","(0, 10)",TPPI
